,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,gene_biotype,24h_MRTX1133.logFC,24h_MRTX1133.PValue,24h_MRTX1133.FDR,24h_SCH772984.logFC,24h_SCH772984.PValue,24h_SCH772984.FDR,24h_Trametinib.logFC,24h_Trametinib.PValue,24h_Trametinib.FDR
ENSG00000069974.16,RAB27A,5873,15,-1,55202966,55319113,protein_coding,-0.307968212196464,0.0744744642537133,0.138689496699788,-0.164396611134105,0.312372381140854,0.395103917333953,-0.23586343497596,0.157681951271059,0.238851994339201
ENSG00000069998.12,HDHD5,27440,22,-1,17137511,17165287,protein_coding,-0.66830897747445,0.000137496476009697,0.00107379512426811,-0.764509240721564,4.38492189824981e-05,0.000325073696337594,-0.818692250222222,2.41568599750268e-05,0.000243884153685698
ENSG00000070010.19,UFD1,7353,22,-1,19449911,19479202,protein_coding,-0.379352697180291,0.0132309697495283,0.0361916863223527,-0.576790077322494,0.000968119570283732,0.00352046217610797,-0.47716755426081,0.00350112338331324,0.0113070810702528
ENSG00000070018.9,LRP6,4040,12,-1,12116025,12267044,protein_coding,-0.00958761144467453,0.941099895174916,0.961201732658229,-0.019805496998597,0.878496750344111,0.905129594454305,0.0343025058730812,0.79145397965229,0.841937076989529
ENSG00000070047.12,PHRF1,57661,11,1,576470,612222,protein_coding,-0.113652307006117,0.381368147379538,0.494357037848668,0.0126051364066434,0.920996638918431,0.939971340514656,-0.151111545452158,0.250274744841509,0.346022001175743
ENSG00000070061.15,ELP1,8518,9,-1,108866898,108934328,protein_coding,-0.0656390958496822,0.564509635999809,0.666231848459461,-0.0321787515546652,0.776004708477761,0.821317313671329,-0.172499968401147,0.147092502525057,0.226003212908456
ENSG00000070081.16,NUCB2,4925,11,1,17208153,17349980,protein_coding,0.504078782326038,0.00141597964366925,0.00634261226595294,0.393459118479814,0.00685239664704609,0.0170740343564825,0.577101173290163,0.000522334044617872,0.00254866749400148
ENSG00000070087.14,PFN2,5217,3,-1,149964904,150050788,protein_coding,0.192279211852537,0.185401529085204,0.283559559986279,0.151723595641893,0.287800022021382,0.369734045789404,0.374658667134828,0.0190412791566141,0.0435724397377129
ENSG00000070159.14,PTPN3,5774,9,-1,109375466,109498313,protein_coding,-0.226179981978572,0.0597365155497611,0.117001106264409,-0.279600508099289,0.0249402335674155,0.0491365471244783,-0.446583166454881,0.00170697825951062,0.00645207980340726
ENSG00000070182.20,SPTB,6710,14,-1,64746283,64879907,protein_coding,1.70821550509081,0.00861184323958131,0.0257628094457382,2.16833802945759,0.00166829427715664,0.00545872611089792,1.65950737576932,0.00942870016677874,0.0248435730560762
ENSG00000070190.13,DAPP1,27071,4,1,99816827,99870190,protein_coding,1.37804957357197,4.74594683960581e-05,0.000485007556834192,1.4802877856244,2.38183679480045e-05,0.000206267066429719,1.46436033104231,2.63058899434252e-05,0.000260628948583545
ENSG00000070214.16,SLC44A1,23446,9,1,105244622,105439171,protein_coding,0.27335544557213,0.0156974110787524,0.0412215707371282,0.195497552570702,0.0652879312760018,0.108343677011744,0.331254915823638,0.00540981791388659,0.0160176637771204
ENSG00000070269.14,TMEM260,54916,14,1,56488354,56650606,protein_coding,0.179742056826637,0.148762802398234,0.238244646964075,0.25011529252976,0.0533208673839528,0.0919431062810902,0.29598732275677,0.0266470687660743,0.0569651291596649
ENSG00000070366.14,SMG6,23293,17,-1,2059839,2303785,protein_coding,0.718356410745646,0.00100097100288011,0.00481512225382479,0.953340424509472,0.000109109057576528,0.000648167678926418,0.980794527135683,8.63040400868077e-05,0.000639810103141959
ENSG00000070367.16,EXOC5,10640,14,-1,57200507,57268905,protein_coding,-0.0509439802053988,0.631410320254423,0.722786453940513,-0.126080849669985,0.247581783183399,0.327355646595466,-0.132913516767275,0.224518468336297,0.317624081960267
ENSG00000070371.16,CLTCL1,8218,22,-1,19179473,19291719,protein_coding,0.691799335670614,0.00631063115680415,0.0202130380422459,1.20235667263128,0.000115722943080191,0.000679175164432986,0.828328526598319,0.00192190259555853,0.00707906844507714
ENSG00000070404.10,FSTL3,10272,19,1,676392,683392,protein_coding,1.03429101376779,0.00536634482749304,0.0178740562331114,1.05475157986419,0.0046089845997327,0.012372821803783,0.983377557703619,0.00705745584983764,0.019781519141801
ENSG00000070413.20,DGCR2,9993,22,-1,19036282,19122454,protein_coding,0.378302486556056,0.00184447966220428,0.0077932098774233,0.566052286943619,8.35221055882855e-05,0.00052724456610834,0.49482622904601,0.000251479084494234,0.00146343552853265
ENSG00000070423.18,RNF126,55658,19,-1,647526,663233,protein_coding,-0.551682639261106,0.000895778345786125,0.0044129263377977,-0.409298115637745,0.00629232403132943,0.0158987595094602,-0.481702728590977,0.00227848571032267,0.008110187069217
ENSG00000070444.15,MNT,4335,17,-1,2384073,2401104,protein_coding,0.254888633560158,0.0448170286162801,0.0929824102134749,0.639659349669113,0.000153347932701618,0.000846454523708504,0.343139312372695,0.0110341304757229,0.0282028901162389
ENSG00000070476.15,ZXDC,79364,3,-1,126437601,126475891,protein_coding,-0.0143332853316744,0.907436105351268,0.93647716644531,0.262242042050685,0.0522803623075117,0.090455781520959,0.0365226758677858,0.766885324607216,0.823595106557318
ENSG00000070495.14,JMJD6,23210,17,-1,76712832,76726799,protein_coding,-0.682676253734194,0.000264588963454792,0.00173586395721098,-0.849482828105341,4.20313491756582e-05,0.000317434433599884,-0.71258001523799,0.000182458499368395,0.00114192843475155
ENSG00000070501.12,POLB,5423,8,1,42338454,42371808,protein_coding,0.012332946014304,0.968693110333394,0.979755268873406,-0.299396746735531,0.351632951222749,0.434744165899446,-0.0819802596244692,0.793318962683641,0.843613970596184
ENSG00000070540.13,WIPI1,55062,17,-1,68420948,68457513,protein_coding,1.05811579910447,0.000151629142850689,0.00114073121561609,1.53894779964359,5.61247828609311e-06,7.05168063606043e-05,1.38290020652421,1.45737044973184e-05,0.000170203317987262
ENSG00000070610.14,GBA2,57704,9,-1,35736866,35749228,protein_coding,-0.0370074020244695,0.708136602942931,0.788096339541213,-0.0373080780100954,0.705410445153391,0.762406722223194,-0.15392249635216,0.138509643368202,0.215885190993301
ENSG00000070614.15,NDST1,3340,5,1,150485818,150558211,protein_coding,0.306262898249824,0.0246715896163589,0.0584706171102478,0.440914770692541,0.00330909898595808,0.00949366288216833,0.459845766611574,0.00251821895119217,0.00878296472505597
ENSG00000070669.17,ASNS,440,7,-1,97851677,97872542,protein_coding,-0.796723657439107,0.000145983470630844,0.00111185195774931,-0.777939669528919,0.000173783306218358,0.000934115233562676,-0.742574721622232,0.000254835833775245,0.00147980531857318
ENSG00000070718.12,AP3M2,10947,8,1,42152946,42171673,protein_coding,-1.31124228203882,1.1299962223356e-05,0.000174055149345527,-1.81497755202956,5.63959700984402e-07,1.36994086714267e-05,-1.66166797527831,1.26397529422063e-06,2.88053317051333e-05
ENSG00000070731.10,ST6GALNAC2,10610,17,-1,76565377,76586956,protein_coding,0.82856855556823,8.52351355257164e-05,0.000759515220603011,0.812040070339654,9.7559640877073e-05,0.000594046750778052,0.638317391737037,0.000658018402301814,0.00304669035299426
ENSG00000070756.16,PABPC1,26986,8,-1,100685816,100722809,protein_coding,-0.251042938188838,0.0714128067428381,0.134226225664071,-0.187645535958366,0.163610456843907,0.23230141498204,-0.302486477615225,0.0351882790346966,0.0713964196797358
ENSG00000070759.17,TESK2,10420,1,-1,45343883,45491163,protein_coding,1.2886026903857,0.000219673025522614,0.0015080430659923,1.6466780447277,2.69328063060241e-05,0.000225728722258068,1.0559820930747,0.000954511782792432,0.00405447945269312
ENSG00000070761.8,CFAP20,29105,16,-1,58113592,58129381,protein_coding,-0.447387489694276,0.00925666025639713,0.0273074981220133,-0.684566266389789,0.000565638316604851,0.00232356906515366,-0.583313791044214,0.00177424062825402,0.00665332898152088
ENSG00000070770.9,CSNK2A2,1459,16,-1,58157907,58198106,protein_coding,-0.00268859167177468,0.983609781798151,0.988382190870073,0.0395704546623247,0.762619273851699,0.810304637880597,-0.247017375756467,0.0804391400907491,0.138827034966907
ENSG00000070778.13,PTPN21,11099,14,-1,88465778,88555007,protein_coding,0.131615548108497,0.474953650288199,0.584124040134582,0.279483416335738,0.141751536467518,0.206147184082815,0.10808233444822,0.553507322470885,0.644848441156664
ENSG00000070785.16,EIF2B3,8891,1,-1,44850522,44986722,protein_coding,-0.737456053095926,0.00230830270266668,0.00923874251861561,-1.11576752122633,0.000102651992299438,0.000620098657749188,-0.912335157382609,0.000497813968547687,0.00245878458229447
ENSG00000070814.19,TCOF1,6949,5,1,150357629,150400308,protein_coding,-1.17310758839417,5.26425560566425e-07,2.15348713644295e-05,-1.17755329817197,4.99182220695346e-07,1.26319033379855e-05,-1.37448677782045,1.13041177481631e-07,6.00206339671958e-06
ENSG00000070831.16,CDC42,998,1,1,22052627,22101360,protein_coding,-0.0560268927854164,0.691973767523421,0.774594534289191,-0.354063775347833,0.0266736211700587,0.0519648337614902,-0.139064284328299,0.334780436109592,0.435121520684518
ENSG00000070882.13,OSBPL3,26031,7,-1,24796540,24981634,protein_coding,-0.122243826389369,0.317762109877907,0.430969469441138,-0.009951682999904,0.933473375113258,0.949472527270672,-0.0702575111544887,0.558859369000326,0.649272074230629
ENSG00000070950.10,RAD18,56852,3,-1,8775402,8963773,protein_coding,-1.02286789729855,6.01897738411131e-05,0.000579636446438594,-1.38739109240731,4.02899530224615e-06,5.54429865692449e-05,-1.45452947896967,2.62280416735207e-06,4.85177270894193e-05
ENSG00000070961.15,ATP2B1,490,12,-1,89588049,89709366,protein_coding,-0.287921256242471,0.0118847062610005,0.0333119397979757,-0.189368322797571,0.0720270166094164,0.117263313073484,-0.14100608140095,0.165991300939057,0.249114800934341
ENSG00000071051.14,NCK2,8440,2,1,105744912,105894274,protein_coding,0.82862076444516,0.000271424316327441,0.00176682721725173,1.06662151657328,3.2697597020742e-05,0.000260755529856409,0.663332280556806,0.00140064540062413,0.00550048551518196
ENSG00000071054.16,MAP4K4,9448,2,1,101696850,101894690,protein_coding,-0.560689500947727,0.000617681666199844,0.00330041881149103,-0.621338952172536,0.000276577127576416,0.00133064329156209,-0.557088930944385,0.000643904436268688,0.00300394523719762
ENSG00000071073.13,MGAT4A,11320,2,-1,98619106,98731132,protein_coding,1.06567205240338,1.0061792637504e-05,0.000160044105748381,0.807278672515066,0.000109661595166682,0.000650128655727016,1.10571636430165,7.15231131744422e-06,9.9782424358282e-05
ENSG00000071082.11,RPL31,6160,2,1,101002229,101024032,protein_coding,-0.187497249981046,0.306493518654999,0.419236659248343,-0.576503555227544,0.00752709063971856,0.0184928718628987,-0.286397894951715,0.130081929510823,0.204682077780758
ENSG00000071127.17,WDR1,9948,4,-1,10068089,10116972,protein_coding,-0.247482492797298,0.0523888073609032,0.10538154625883,-0.168039108432089,0.167188645095232,0.23649152447772,-0.331474713676711,0.0143006870091805,0.0347561631681675
ENSG00000071189.21,SNX13,23161,7,-1,17790761,17940501,protein_coding,0.220120248809299,0.0671866377355421,0.128051169310015,0.140402190589019,0.220649691372618,0.297362022113807,0.253572671429192,0.0393538254550674,0.078352447785285
ENSG00000071205.11,ARHGAP10,79658,4,1,147732063,148072776,protein_coding,-0.0311901315345567,0.840123451848529,0.891149849806303,0.23338704180172,0.149806422023439,0.215794342025139,0.000400880591812201,0.997926776018533,0.998778463510624
ENSG00000071242.12,RPS6KA2,6196,6,-1,166409364,166906451,protein_coding,1.08207642155278,1.28635677188895e-05,0.000192805090001971,1.27049575823882,2.85451081169468e-06,4.33967306885858e-05,1.30491420400942,2.24722193756589e-06,4.37142623495555e-05
ENSG00000071243.16,ING3,54556,7,1,120950763,120977216,protein_coding,-0.0484963090890267,0.727770164725443,0.804040918144505,-0.261373310153304,0.0808748798641621,0.129450742126495,-0.0943706138983465,0.501059412353327,0.5976824395289
ENSG00000071282.12,LMCD1,29995,3,1,8501807,8574668,protein_coding,0.40968856024917,0.380859922415847,0.49391384946907,0.603996464118093,0.194730048369636,0.267991641611467,-0.108927335383081,0.812029900840315,0.858047864309845
ENSG00000071462.11,BUD23,114049,7,1,73683597,73698212,protein_coding,-0.660149965752598,0.000139808702067241,0.00108388828638469,-0.740652720873595,5.24371635130471e-05,0.000374491679065995,-0.699919628115704,8.48677976175009e-05,0.000630361767437232
ENSG00000071537.14,SEL1L,6400,14,-1,81471547,81533853,protein_coding,0.536718920896128,7.50032123734625e-05,0.000688275161584105,0.558771848869813,5.30599724415628e-05,0.000376638820773716,0.568068588143647,4.59827156805941e-05,0.000399988042426954
ENSG00000071539.14,TRIP13,9319,5,1,892884,919357,protein_coding,-1.32746754580832,2.1181718399553e-07,1.21545860376392e-05,-1.60935097454839,3.24085496951989e-08,2.14061217224051e-06,-1.54534122325007,4.79857482470485e-08,3.52747003628234e-06
ENSG00000071553.17,ATP6AP1,537,X,1,154428633,154436516,protein_coding,0.465083079334212,0.000753627112992328,0.00384576803928123,0.854564934453804,4.39462687524807e-06,5.92590343696946e-05,0.669812257845717,3.94671601732088e-05,0.000356861807204184
ENSG00000071564.15,TCF3,6929,19,-1,1609291,1652615,protein_coding,0.106397567935983,0.381413093952184,0.494357037848668,0.29106267979972,0.0303204906610816,0.0577265330014014,0.153487264803388,0.215163981763545,0.306588635723984
ENSG00000071626.16,DAZAP1,26528,19,1,1407569,1435687,protein_coding,-0.42957290265773,0.00140861432533926,0.0063241590159529,-0.425136842293585,0.00150387402972031,0.00501666231210139,-0.576247915260716,0.000149435944889451,0.000982256406638312
ENSG00000071655.18,MBD3,53615,19,-1,1573596,1592865,protein_coding,-0.345359237385884,0.0147092697465953,0.0391823670215342,-0.0558342391858238,0.647268929566402,0.711405570702341,-0.215190555753564,0.0978727687503541,0.162717332496472
ENSG00000071794.16,HLTF,6596,3,-1,149030127,149086554,protein_coding,-0.349138514407409,0.0058530287742774,0.0190447423879981,-0.441353859544686,0.00126544112347465,0.00435852748703179,-0.462921064506917,0.000899437468736793,0.00388880304992672
ENSG00000071859.15,FAM50A,9130,X,1,154444141,154450654,protein_coding,-0.145203061472542,0.149418192540702,0.239065018337668,-0.0841987484382468,0.386863564543101,0.470980103412828,-0.271304206797244,0.0147632469894403,0.0356679315051759
ENSG00000071889.16,FAM3A,60343,X,-1,154506159,154516242,protein_coding,-0.0135716021687608,0.897514667102577,0.928981316785855,-0.064734581520789,0.542145016756844,0.618664459824721,-0.105965729881756,0.325437848313013,0.425667006328727
ENSG00000071894.17,CPSF1,29894,8,-1,144393229,144409335,protein_coding,-0.131116253089488,0.278549290563089,0.38968358048889,0.0160965631855026,0.891006792639369,0.915777727235523,-0.111519862307408,0.352622313845689,0.453820725580136
ENSG00000071909.18,MYO3B,140469,2,1,170178145,170655171,protein_coding,3.25762613358066,0.00126765391209269,0.00584160105883943,3.42361893139676,0.000714073105839115,0.00277718851642219,3.02134868350591,0.00196403930472852,0.00721155261042121
ENSG00000071967.12,CYBRD1,79901,2,1,171522247,171558129,protein_coding,3.29974210349399,4.49241299602438e-05,0.000464966139429909,4.00760552418152,4.65427893997946e-06,6.18331535082953e-05,3.479332732211,2.09463796793478e-05,0.000219802008164487
ENSG00000071994.10,PDCD2,5134,6,-1,170575295,170584692,protein_coding,-0.488134978068475,0.00332645673981911,0.0122680144306704,-0.638058012584154,0.000513047972873235,0.00215137871264741,-0.387167858440267,0.0127335025839984,0.0316678005600418
ENSG00000072042.13,RDH11,51109,14,-1,67676800,67695793,protein_coding,-0.159975904606316,0.200693852416194,0.301504989539671,0.102001830663097,0.403185452699259,0.487097357394548,-0.115590390702009,0.345885670681599,0.446823135462826
ENSG00000072062.13,PRKACA,5566,19,-1,14091688,14118084,protein_coding,-0.119249335140346,0.343987042076275,0.456994603285651,0.0528339932963372,0.669031949407317,0.730585888335601,-0.154961250392305,0.224972036777943,0.318034834579315
ENSG00000072071.16,ADGRL1,22859,19,-1,14147743,14206187,protein_coding,-0.311218135301232,0.258133761696072,0.367536452075116,0.478043436059461,0.0398418843080769,0.0724290887024921,-0.230429215541409,0.287633660400133,0.385722083475334
ENSG00000072110.13,ACTN1,87,14,-1,68874128,68979440,protein_coding,-0.210801263997929,0.129243892418617,0.213779052952186,0.100855290412293,0.447973023122775,0.530300993654147,-0.12079522504162,0.366442282574343,0.467693965674306
ENSG00000072121.16,ZFYVE26,23503,14,-1,67727374,67816590,protein_coding,0.657163615964984,0.00180822722295029,0.0076816804009854,0.855420978875272,0.000252821969978923,0.00124399901137357,0.592159691887544,0.00355052366801198,0.0114255910274506
ENSG00000072134.15,EPN2,22905,17,1,19215615,19336715,protein_coding,0.0586761771209263,0.654317152142158,0.742970262790789,0.342633355184105,0.021321946372236,0.043224358425145,-0.0261023602240105,0.841108673847979,0.882174056923711
ENSG00000072135.13,PTPN18,26469,2,1,130356045,130375405,protein_coding,0.0680603560423653,0.664041703205233,0.751185669336177,-0.0215086453871142,0.889906909551216,0.915030930480499,-0.141847340241143,0.370862137234788,0.472200963451526
ENSG00000072201.13,LNX1,84708,4,-1,53459301,53701405,protein_coding,0.858125750351578,0.0002184992821252,0.00150174903428907,1.127129382413,2.10535088087759e-05,0.000187176099987375,1.10465803631721,2.52834924795377e-05,0.000252640436391689
ENSG00000072210.18,ALDH3A2,224,17,1,19648136,19685760,protein_coding,0.555231146739392,0.000849724310864753,0.00422356504967714,0.49839712479585,0.0018029957911004,0.00580523927120758,0.574728485129399,0.000653475534348317,0.00303286322829145
ENSG00000072274.13,TFRC,7037,3,-1,196012511,196082153,protein_coding,-0.623138790000861,5.17174086678257e-05,0.000518549077817796,-0.644295046949492,3.8646674399247e-05,0.000296274275673178,-0.588913666672746,8.36141171864323e-05,0.000624621497780562
ENSG00000072310.16,SREBF1,6720,17,-1,17810399,17837002,protein_coding,0.274571933055634,0.0364053192003582,0.0791988438353903,0.963076560131178,5.48081765968009e-06,6.92897931454904e-05,0.379586780158276,0.00727791370635112,0.0202537703263392
ENSG00000072364.13,AFF4,27125,5,-1,132875395,132963634,protein_coding,0.251109045029586,0.0347799653299392,0.0765172327196686,0.303115401598638,0.0143198621348344,0.0313140482173355,0.286941141269989,0.0188720332419119,0.0433293284821665
ENSG00000072401.15,UBE2D1,7321,10,1,58334979,58370751,protein_coding,0.535402082076521,0.0113283369700024,0.0320754631911597,0.472137488759637,0.0210323808833669,0.0427485335374551,0.516286558099933,0.0136568326232896,0.0335147264596567
ENSG00000072415.8,PALS1,64398,14,1,67240713,67336061,protein_coding,0.627804305155904,1.65597452043173e-05,0.000231133295002205,0.678013019246072,8.20800885812586e-06,9.35281009360131e-05,0.749668448782408,3.23646004975662e-06,5.68129946572141e-05
ENSG00000072501.17,SMC1A,8243,X,-1,53374149,53422728,protein_coding,-0.888662318936363,1.55384705216143e-05,0.000221267063176848,-0.764853377255819,5.70951171354489e-05,0.000396848403347523,-0.908135272953626,1.26746595742416e-05,0.000153123460728114
ENSG00000072506.12,HSD17B10,3028,X,-1,53431258,53434370,protein_coding,-0.271788386070257,0.0179454091854842,0.045529465882703,-0.241608981751362,0.0308024717330154,0.0584502024071876,-0.220401090281434,0.0450871963535818,0.0872128412590545
ENSG00000072518.20,MARK2,2011,11,1,63838928,63911020,protein_coding,0.219842582496657,0.0757980667493452,0.140592606436077,0.43160365418841,0.00280373666008723,0.00826695719875909,0.33363878466264,0.0128066920021247,0.0318060682861618
ENSG00000072571.20,HMMR,3161,5,1,163460203,163491941,protein_coding,-0.556846124345513,0.00464464872939562,0.0159239261863238,-0.822304496420776,0.000300816564503922,0.00141295558682818,-0.643559819067536,0.00181705827539077,0.00678480622727357
ENSG00000072609.17,CHFR,55743,12,-1,132822187,132956304,protein_coding,0.640454131958952,0.00203136851816549,0.00834166819314109,0.926779856701449,0.000118556500447304,0.000690949175837204,0.718875494233688,0.00086418504882687,0.00376703482693323
ENSG00000072682.18,P4HA2,8974,5,-1,132190147,132295315,protein_coding,-0.00516997977956353,0.965143796008838,0.977380902479402,0.120273534600543,0.31991800476403,0.402427522454947,0.0139392914034195,0.906068547619789,0.932468960406949
ENSG00000072736.19,NFATC3,4775,16,1,68084751,68229259,protein_coding,0.420814811385883,0.028554293321338,0.0656108968592301,0.426480599893788,0.0263793837964411,0.0514771601384028,0.29825129793269,0.10078767633242,0.166757532409046
ENSG00000072756.17,TRNT1,51095,3,1,3126933,3153435,protein_coding,-0.506602449475636,0.0158682839479886,0.0415201656759864,-0.589728939002207,0.00688055568362544,0.017125947732013,-0.398198752214327,0.045735485739237,0.0882478236965538
ENSG00000072778.20,ACADVL,37,17,1,7217125,7225266,protein_coding,0.0579006784172023,0.665681507279866,0.752730680105321,0.297987860427684,0.0436712228255859,0.0781629311166449,0.0780079852213159,0.561686502092388,0.651520676253806
ENSG00000072786.13,STK10,6793,5,-1,172042079,172188224,protein_coding,-0.423857728214727,0.0193079560071349,0.0483244888564569,-0.448962311491523,0.0141456531300283,0.0310100938952112,-0.723433535515681,0.000707987435863111,0.00323197232045124
ENSG00000072803.17,FBXW11,23291,5,-1,171861549,172006873,protein_coding,0.0409837424306593,0.706807965387013,0.787055140807655,0.0144628409740196,0.893914203466011,0.918262978009062,0.114332640180755,0.303951146295616,0.402734630746281
ENSG00000072849.11,DERL2,51009,17,-1,5471254,5486811,protein_coding,-0.107852050045751,0.471590292766017,0.581298522401988,-0.323989473627308,0.047149660051521,0.0832291522968944,-0.010424840989888,0.943642194368069,0.960316930219106
ENSG00000072864.15,NDE1,54820,16,1,15643267,15734691,protein_coding,0.12467345645563,0.24656311433559,0.354690460157177,0.0991221398547316,0.350566050675843,0.433697377420711,0.0258116209065734,0.804208930393774,0.851708180562878
ENSG00000072952.18,IRAG1,10335,11,-1,10573091,10693988,protein_coding,3.53556067008174,2.03967930497245e-05,0.000265386609054496,3.25438397056488,3.88142399794206e-05,0.000297363879160817,4.22313953801554,3.01429279734816e-06,5.39661418058088e-05
ENSG00000072954.7,TMEM38A,79041,19,1,16661139,16690023,protein_coding,0.227069978833942,0.144143889298004,0.23285701392607,0.245499462080763,0.11589769145359,0.174428412819764,-0.0202720083544672,0.890381612119078,0.920945892885441
ENSG00000072958.8,AP1M1,8907,19,1,16197854,16245906,protein_coding,-0.476910280576995,0.00307379578202975,0.0115437669411211,-0.451754456741782,0.0042770275396766,0.0116556477777061,-0.610048604519081,0.000539986212829974,0.00261406990235827
ENSG00000073008.15,PVR,5817,19,1,44643798,44666162,protein_coding,-0.426271494882252,0.000850059752107631,0.00422356504967714,-0.547997050217615,0.000118288879908313,0.000689733314218498,-0.467682296706395,0.000421172406549604,0.00217776497345043
ENSG00000073050.11,XRCC1,7515,19,-1,43543311,43580473,protein_coding,-0.239008194251668,0.125462131664656,0.209181086892683,-0.0551578422784818,0.707474011580185,0.7640719325066,-0.23974336071042,0.123657064239115,0.196023693290778
ENSG00000073060.16,SCARB1,949,12,-1,124776856,124882668,protein_coding,0.213689348358271,0.228088031976126,0.333948300793098,0.672515907634657,0.00208170265651953,0.00652296589583753,0.452688717131096,0.0204988854532235,0.0463365177559234
ENSG00000073111.14,MCM2,4171,3,1,127598410,127622436,protein_coding,-2.01469718306463,4.53149847959636e-09,1.41667959559549e-06,-2.23692648525362,1.64902651464905e-09,4.94327409814413e-07,-2.28598242832266,1.34293640490553e-09,5.19646636887336e-07
ENSG00000073150.13,PANX2,56666,22,1,50170731,50180295,protein_coding,-0.0349623180101693,0.94168751137813,0.961592164863457,0.439987740185734,0.349168040260655,0.432428343081283,0.555620122931967,0.244771822601663,0.339901102035401
ENSG00000073169.14,SELENOO,83642,22,1,50201011,50217616,protein_coding,-0.163831029067348,0.30969926783733,0.422374869844426,0.0859196635493848,0.586966869301098,0.659449324332033,0.00791289175903459,0.959763006260416,0.971900329683025
ENSG00000073282.13,TP63,8626,3,1,189631389,189897276,protein_coding,6.67657781873738,0.000569121207851862,0.00309757730027752,6.97177670713761,0.000308281412553625,0.00144049480182431,7.07684947561903,0.000255997515278788,0.00148273907339698
ENSG00000073331.18,ALPK1,80216,4,1,112285509,112442621,protein_coding,0.757807811350431,4.04644957868458e-05,0.000432007635641399,0.999861549683189,3.30173811498673e-06,4.80565184078167e-05,0.837995463081922,1.65159409553967e-05,0.000184420120066421
ENSG00000073350.13,LLGL2,3993,17,1,75525080,75575209,protein_coding,0.695784662262112,2.67816716784446e-05,0.000321200362697059,0.825831927851966,5.68493633391544e-06,7.1178693112331e-05,0.574594718056752,0.000136619394650409,0.000918997320401571
ENSG00000073417.15,PDE8A,5151,15,1,84980440,85139145,protein_coding,0.349077381798227,0.0075140626251843,0.02318472054659,0.483675687089367,0.000887209445514964,0.00328464811040943,0.430434838059376,0.00201423957449336,0.00733697489959598
ENSG00000073464.12,CLCN4,1183,X,1,10156975,10237660,protein_coding,-0.296924943588582,0.163231682888073,0.256497527505976,-0.330467455862321,0.121407119804631,0.181111476028575,-0.507477233428281,0.026515386690316,0.0567541900030179
ENSG00000073536.18,NLE1,54475,17,-1,35128730,35142304,protein_coding,-1.04672294331599,0.000141224618296888,0.00109196892361701,-1.52301844139225,5.29548593489695e-06,6.74395708767759e-05,-1.38076461287035,1.26231242623525e-05,0.000152771165373874
ENSG00000073578.17,SDHA,6389,5,1,218303,257082,protein_coding,-0.407988468468645,0.0268835784728118,0.0625838144017608,-0.127547005869492,0.438842845867973,0.521764640602305,-0.417907560186142,0.0240756638193387,0.0528083650491348
ENSG00000073584.20,SMARCE1,6605,17,-1,40624962,40648654,protein_coding,0.0244656129864892,0.812845778556748,0.871193619096712,-0.0875931719179545,0.403698823347284,0.487616793444891,0.0127168714621376,0.901866151825126,0.929617102890808
ENSG00000073605.18,GSDMB,55876,17,-1,39904595,39919854,protein_coding,1.36079781726882,0.135348498872384,0.221465147162698,1.76154822869693,0.0508065875528863,0.0884161677702878,1.53249725213536,0.090058455956834,0.15228137237364
ENSG00000073614.12,KDM5A,5927,12,-1,280057,389320,protein_coding,0.382209861201182,0.0045577060501808,0.0156718063037246,0.495176171320168,0.000787350083154646,0.00298763707308048,0.468820874338699,0.0011682081209362,0.00478707365645465
ENSG00000073711.11,PPP2R3A,5523,3,1,135965728,136147894,protein_coding,0.448000156965224,0.00405873287443283,0.0143920673445539,0.540207481796018,0.0011335090284003,0.00399960196565895,0.487679199528421,0.00230344351957904,0.00817781906692942
ENSG00000073712.15,FERMT2,10979,14,-1,52857268,52952435,protein_coding,0.447982600947946,0.247241657086712,0.355447886497879,1.01067807539966,0.0161991280560029,0.0345918282646551,0.447337959077717,0.237380821043287,0.33180525810821
ENSG00000073737.16,DHRS9,10170,2,1,169064789,169096167,protein_coding,3.57238686151143,1.84414736546198e-05,0.00024952250640518,2.66705998781468,0.000234558541423649,0.00117439996050702,4.20129363765161,3.66887705796881e-06,6.20526548094608e-05
ENSG00000073792.15,IGF2BP2,10644,3,-1,185643130,185825042,protein_coding,-0.467713151466921,0.00102550370346131,0.00491157877802793,-0.475748907100111,0.000898575585069077,0.00332129217990597,-0.665119474369961,6.30477497446999e-05,0.000506940331681765
ENSG00000073803.14,MAP3K13,9175,3,1,185282941,185489094,protein_coding,0.0838573805497698,0.568171729359102,0.669201661085761,-0.2601892976221,0.0956116929861342,0.148900533195803,0.169548062190082,0.258873547245505,0.354971925973165
ENSG00000073921.18,PICALM,8301,11,-1,85957175,86069882,protein_coding,-0.133920943152994,0.18225989446543,0.279632601862906,-0.0105030865327901,0.912931121951233,0.933124475147042,-0.0308571516143009,0.748529127368106,0.80892146127783
ENSG00000073969.18,NSF,4905,17,1,46590669,46757679,protein_coding,0.420472131736381,0.0206876829926014,0.0510683492116771,0.739607763212367,0.000642294023387769,0.00255503582137458,0.585383619363419,0.00321096857683731,0.0105611235298607
