,ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,gene_biotype,ERKi_1_hr.logFC,ERKi_1_hr.FDR,ERKi_12_hr.logFC,ERKi_12_hr.FDR,ERKi_4_hr.logFC,ERKi_4_hr.FDR,ERKi_24_hr.logFC,ERKi_24_hr.FDR
ENSG00000075213.11,ENSG00000075213,SEMA3A,10371,7,-1,83955777,84492724,protein_coding,-0.388299657858444,0.576671090740594,-0.956316125012252,0.0144558078445836,-0.634049051656645,0.169504623047717,-0.488121840433351,0.181771165347339
ENSG00000075218.19,ENSG00000075218,GTSE1,51512,22,1,46296870,46330810,protein_coding,-0.224821870490104,0.404123193255642,0.478762222571727,0.00506728001912257,0.133525961086212,0.555454652073933,-0.523398624973784,0.00157184383614849
ENSG00000075223.14,ENSG00000075223,SEMA3C,10512,7,-1,80742538,80922359,protein_coding,-0.194080368574183,0.624877930821287,0.267475398602026,0.190888423444033,0.0695975076696013,0.830290791978767,-0.020842792558891,0.920039960768728
ENSG00000075234.17,ENSG00000075234,TTC38,55020,22,1,46267961,46294008,protein_coding,-0.00838803211728445,0.981494821157558,0.0685244910207794,0.40305618735363,-0.0457065623431488,0.694399972982729,0.26594068541929,0.000985791446359149
ENSG00000075239.13,ENSG00000075239,ACAT1,38,11,1,108116695,108147603,protein_coding,0.138757709407875,0.426910002246116,0.140112624386966,0.183699487717403,0.179303475137023,0.162659065275408,-0.0514833484192019,0.616998972248335
ENSG00000075240.17,ENSG00000075240,GRAMD4,23151,22,1,46576012,46679790,protein_coding,0.178033410564558,0.443287522673028,-0.0566578671634836,0.70415534482282,-0.267919399201462,0.110115484379097,0.276426118032217,0.0354179757211219
ENSG00000075275.16,ENSG00000075275,CELSR1,9620,22,-1,46360834,46537620,protein_coding,-0.180370503064911,0.39622660069855,-0.0229521368867061,0.875496542105504,-0.25352779306495,0.108366283455123,0.229589916589059,0.0627626377765571
ENSG00000075292.19,ENSG00000075292,ZNF638,27332,2,1,71276561,71435069,protein_coding,0.155139289216086,0.148909334629966,0.149933044508837,0.0464856607534283,-0.0858378402772852,0.37622958889076,0.399772417427196,3.95756659213115e-06
ENSG00000075303.13,ENSG00000075303,SLC25A40,55972,7,-1,87833568,87876360,protein_coding,0.0475479945783642,0.753463744359276,0.361749460675358,9.15244402000375e-06,0.292350526197019,0.000589042571300938,0.0628480787139574,0.319043924874606
ENSG00000075336.12,ENSG00000075336,TIMM21,29090,18,1,74148523,74160531,protein_coding,0.25018269543116,0.25858223584519,-0.206901844155946,0.157411773175603,0.0905987586798442,0.664326511588583,-0.579327098036052,0.000173489153403496
ENSG00000075391.16,ENSG00000075391,RASAL2,9462,1,1,178094104,178484147,protein_coding,-0.248910080517793,0.256782004388947,-0.419421074568277,0.00517534418668023,-0.0945583444337221,0.644964969617023,-0.438091765185007,0.00239376762930568
ENSG00000075399.14,ENSG00000075399,VPS9D1,9605,16,-1,89707134,89720898,protein_coding,0.0686733468021384,0.903621018372846,0.311939897411656,0.0934882994013467,-0.0741532049864503,0.799398042854892,0.876353943240846,2.2285626634628e-05
ENSG00000075407.18,ENSG00000075407,ZNF37A,7587,10,1,38094334,38150293,protein_coding,-0.31272461707829,0.00198575282201499,-0.319667143611505,0.000145886543451817,-0.140417604613917,0.12310210997192,-0.278298157533595,0.000324456368506117
ENSG00000075413.18,ENSG00000075413,MARK3,4140,14,1,103385377,103503831,protein_coding,-0.0502376401600638,0.820793080976317,-0.402744428209839,6.03194977230359e-05,-0.35040969300051,0.0013615415608239,-0.415504461337658,1.72067278159314e-05
ENSG00000075415.12,ENSG00000075415,SLC25A3,5250,12,1,98593591,98606379,protein_coding,-0.0465731787978289,0.83018161804305,0.0642708290778969,0.459499320322691,0.0321295736324665,0.810545591571904,-0.071574548679452,0.371546671360503
ENSG00000075420.13,ENSG00000075420,FNDC3B,64778,3,1,172039578,172401669,protein_coding,-0.115049553714163,0.768718183316864,-0.25470177401819,0.130555710711675,-0.431940088198512,0.0327827443136527,-0.0808812986699942,0.623528987651003
ENSG00000075426.12,ENSG00000075426,FOSL2,2355,2,1,28392448,28417317,protein_coding,-0.0232881203268513,0.978890537663353,0.482001171752906,0.014977378324124,0.192931073795164,0.45090900865509,0.569968809754299,0.00313513096820136
ENSG00000075461.6,ENSG00000075461,CACNG4,27092,17,1,66964707,67033398,protein_coding,-0.339561190815036,0.587795333002221,0.77850527877531,0.0217339086773974,0.33385340720771,0.455776088274319,1.1845258034016,0.000538787723789907
ENSG00000075539.14,ENSG00000075539,FRYL,285527,4,-1,48497357,48780322,protein_coding,-0.126391615767692,0.50851538396219,0.142636972890114,0.189834971209755,-0.216633217750651,0.0994775805629621,0.258696789374596,0.013486207567705
ENSG00000075568.17,ENSG00000075568,TMEM131,23505,2,-1,97756333,97995948,protein_coding,-0.0122073743911712,0.978887713316045,-0.356025267907001,0.000895961372197961,-0.297669111655564,0.0135354573083034,-0.261702783517801,0.00708381289110541
ENSG00000075618.18,ENSG00000075618,FSCN1,6624,7,1,5592816,5606655,protein_coding,-0.147262572238378,0.84678424578172,-1.21310560660901,0.000213347921614954,-0.597113303684126,0.0878516589403971,-1.21374240862601,0.000109623593045533
ENSG00000075624.15,ENSG00000075624,ACTB,60,7,-1,5526409,5563902,protein_coding,-0.0654637389965695,0.897508163505009,-0.445256633130846,0.0105386932829035,-0.295346637220296,0.15371120215298,-0.639701974155929,0.000301521171414395
ENSG00000075643.6,ENSG00000075643,MOCOS,55034,18,1,36187497,36272157,protein_coding,0.0338133164683872,0.965340618221536,-0.345051146290237,0.0708649301624022,-0.277432255126123,0.239376020640142,-0.56996475108673,0.00277236478031446
ENSG00000075651.16,ENSG00000075651,PLD1,5337,3,-1,171600404,171810950,protein_coding,0.0806631892268986,0.897508163505009,0.938003638495892,9.87884190706287e-05,0.0569261871130043,0.86788680011214,1.13986702113143,3.73000285416407e-06
ENSG00000075702.18,ENSG00000075702,WDR62,284403,19,1,36054649,36105108,protein_coding,-0.142680569891832,0.791967153203403,-0.214549372443038,0.351589563637513,-0.0487324188472146,0.893884396181048,-1.3250290289573,1.50517521780543e-06
ENSG00000075711.20,ENSG00000075711,DLG1,1739,3,-1,197042560,197299330,protein_coding,0.129588629119755,0.399204068224519,0.221632038352672,0.0198482942331832,0.0393682308056157,0.78745761798875,0.33267090359631,0.000552090388415868
ENSG00000075785.12,ENSG00000075785,RAB7A,7879,3,1,128693669,128825942,protein_coding,0.0475868325833949,0.644485964248752,-0.234032061364885,7.42648487883972e-05,-0.0801385775657711,0.206594367744923,-0.188731581718832,0.000381221784869121
ENSG00000075790.10,ENSG00000075790,BCAP29,55973,7,1,107580246,107629170,protein_coding,0.0855669822205853,0.780188881559397,-0.178061226974097,0.170730749686273,0.0361233875333309,0.86395424782889,-0.276651097776526,0.025986126037368
ENSG00000075826.17,ENSG00000075826,SEC31B,25956,10,-1,100486646,100519864,protein_coding,0.261267649371639,0.559121372596069,1.11536748282718,6.91716288202047e-05,0.276997077877554,0.375906888926722,2.03709387707778,1.02066593900581e-08
ENSG00000075856.12,ENSG00000075856,SART3,9733,12,-1,108522214,108561400,protein_coding,-0.0415281472250048,0.893492588013872,-0.267262938959396,0.0125366243398449,0.0117326775233283,0.946936099894319,-0.450098248968816,6.66357004891281e-05
ENSG00000075914.13,ENSG00000075914,EXOSC7,23016,3,1,44975241,45036066,protein_coding,0.0561407191916585,0.876672905961066,-0.451981593303708,0.00108395820114906,-0.0333700579162888,0.874618374198338,-0.656020942630606,8.08664992359549e-06
ENSG00000075945.13,ENSG00000075945,KIFAP3,22920,1,-1,169921326,170085208,protein_coding,0.130214338212013,0.772174841867323,0.0157534927360627,0.943044032547726,-0.102466331577511,0.719055119573321,0.230458677636123,0.207681117660936
ENSG00000075975.16,ENSG00000075975,MKRN2,23609,3,1,12557057,12586208,protein_coding,0.0563025300223985,0.573075092824121,-0.180504973346511,0.00159997053972491,0.0471936573646768,0.517756922269899,-0.254310103831442,2.00449181405712e-05
ENSG00000076003.5,ENSG00000076003,MCM6,4175,2,-1,135839626,135876443,protein_coding,0.000278389240649518,0.999435754752509,-0.848448173135607,0.00178754877461451,0.100232779417057,0.802868886419231,-1.55247919129937,9.23751954808343e-07
ENSG00000076043.10,ENSG00000076043,REXO2,25996,11,1,114439435,114450279,protein_coding,0.114317837571933,0.639777180872138,-0.0228324367296159,0.867935286421797,-0.0156615234490075,0.939524045547023,0.0914325250216211,0.437352760367869
ENSG00000076053.10,ENSG00000076053,RBM7,10179,11,1,114400030,114414203,protein_coding,-0.095980045333697,0.446832001938813,0.176505675748973,0.0199366730654564,0.158462333480329,0.0807548249478972,0.41875370917088,2.03566432647749e-06
ENSG00000076067.13,ENSG00000076067,RBMS2,5939,12,1,56521820,56596193,protein_coding,-0.0956276652559193,0.902481352967908,-0.657852956106938,0.0124661292851726,-0.731137091647257,0.0178857851762558,-0.382157470794426,0.116438110892237
ENSG00000076108.11,ENSG00000076108,BAZ2A,11176,12,-1,56595596,56636816,protein_coding,-0.284999057443828,0.00198575282201499,0.0134124126981349,0.860086031064316,-0.228898125564218,0.00588514673895369,0.11861160265455,0.0650598962005414
ENSG00000076201.15,ENSG00000076201,PTPN23,25930,3,1,47381011,47413435,protein_coding,-0.0857484953320315,0.324093517440323,0.0306007247510562,0.602440606513332,-0.157292782107951,0.018531670827286,0.0106841476683783,0.847974604876183
ENSG00000076242.14,ENSG00000076242,MLH1,4292,3,1,36993350,37050846,protein_coding,0.102540111379679,0.646813797939485,0.108530458809371,0.339763159354303,0.127047186607677,0.378832272534656,-0.372564434303004,0.000994164800321409
ENSG00000076248.10,ENSG00000076248,UNG,7374,12,1,109097597,109110992,protein_coding,0.126523815830633,0.820183571277855,-0.857422608051001,0.000398795372161232,0.0813012142822427,0.815623612859229,-1.08289918967473,1.28749824988159e-05
ENSG00000076258.10,ENSG00000076258,FMO4,2329,1,1,171314183,171342084,protein_coding,-0.0730575684229216,0.955874197695499,1.02914385908404,0.00693374183088967,0.391618327003615,0.427130795528989,1.53257594306009,0.000101095615851146
ENSG00000076321.11,ENSG00000076321,KLHL20,27252,1,1,173714941,173786692,protein_coding,-0.325992763446765,0.00198575282201499,-0.029656512696563,0.725631615662982,0.0247093277643369,0.845127584884761,0.0329341483565845,0.66678867547597
ENSG00000076344.16,ENSG00000076344,RGS11,8786,16,-1,268301,275980,protein_coding,0.436636423361833,0.473291150074275,0.748462377521084,0.0328388162153824,0.466704492664665,0.291419615465885,1.59861242205109,3.34788936673442e-05
ENSG00000076351.13,ENSG00000076351,SLC46A1,113235,17,-1,28394642,28407197,protein_coding,-0.0399219695672907,0.941825261671029,-0.311910460050434,0.0411577503018919,-0.130224762941572,0.527130077261876,-0.0658367127712897,0.660050001043124
ENSG00000076356.7,ENSG00000076356,PLXNA2,5362,1,-1,208022242,208244384,protein_coding,-0.158723339321274,0.880274531153471,-0.392333660822291,0.307800018664844,-0.720456298792201,0.113053868037063,-0.222023954940743,0.548871670911518
ENSG00000076382.17,ENSG00000076382,SPAG5,10615,17,-1,28577565,28599025,protein_coding,-0.011060538830879,0.990546492263968,0.489057559468004,0.00941675443290784,0.185343635949014,0.444037149188708,-0.399373382492297,0.0238819631342029
ENSG00000076513.16,ENSG00000076513,ANKRD13A,88455,12,1,109999186,110039763,protein_coding,-0.176831562277475,0.73689565103139,0.559261684545983,0.020326076560855,0.192501146849907,0.555225412976789,0.863691198324539,0.000487123716247163
ENSG00000076554.15,ENSG00000076554,TPD52,7163,8,-1,80034745,80231232,protein_coding,0.109476257361074,0.554003099755669,0.0062404079047917,0.956931163597931,0.119575648291958,0.356969652082206,0.013607703753719,0.894396192265014
ENSG00000076555.15,ENSG00000076555,ACACB,32,12,1,109116595,109268226,protein_coding,-0.0569306901884774,0.954728668316861,1.06683231052927,0.000168757412535888,0.522058446583998,0.0848504450782869,1.06391243623547,8.19703954334383e-05
ENSG00000076604.15,ENSG00000076604,TRAF4,9618,17,1,28744005,28750956,protein_coding,0.00984374646190304,0.982401164774897,0.199987603220205,0.0505820757478513,-0.0293215347068285,0.859334973931982,0.225338170819422,0.0210979156246319
ENSG00000076641.4,ENSG00000076641,PAG1,55824,8,-1,80967810,81112068,protein_coding,-0.3450781970635,0.627825713239907,-0.56840509606651,0.127202773298038,-0.138105365383177,0.814762815572213,-0.580785120740354,0.102781791272527
ENSG00000076650.6,ENSG00000076650,GPATCH1,55094,19,1,33080899,33130542,protein_coding,-0.245266799840114,0.0211716745798799,0.0454371125955233,0.58687072093271,0.0950172661630834,0.349267488459687,-0.0699927809750835,0.351912142179631
ENSG00000076662.10,ENSG00000076662,ICAM3,3385,19,-1,10333776,10339661,protein_coding,0.116942717495,0.762476471488978,-0.492676924028082,0.00485862064127481,-0.0641333147272384,0.810545591571904,-0.675406876141004,0.000156419192787458
ENSG00000076685.18,ENSG00000076685,NT5C2,22978,10,-1,103087185,103277605,protein_coding,0.0568554627662355,0.889585922524418,0.0722275866363369,0.628052167241253,-0.0578021453615667,0.790728911222776,0.351307689311512,0.00985096892376504
ENSG00000076706.17,ENSG00000076706,MCAM,4162,11,-1,119308529,119321521,protein_coding,-0.272002600112703,0.74494231589483,0.351828512172074,0.35446186292312,0.243142762421453,0.643909332006407,0.58193961900795,0.103115750420262
ENSG00000076716.9,ENSG00000076716,GPC4,2239,X,-1,133300103,133415489,protein_coding,0.0507016672630963,0.975750443223485,-0.598385028492976,0.106550523629825,-0.142177418760519,0.805232154202816,-0.0310284874851553,0.947536512948796
ENSG00000076770.14,ENSG00000076770,MBNL3,55796,X,-1,132369317,132489968,protein_coding,-0.259370633818653,0.591244925479425,-0.0297170473681525,0.918973644781067,-0.0258074653752374,0.952021548846069,-0.0633892008543443,0.807018217269288
ENSG00000076826.9,ENSG00000076826,CAMSAP3,57662,19,1,7595863,7618304,protein_coding,-0.134752185984893,0.520143493018453,0.201358454031133,0.0878417194413339,-0.0301042765404625,0.876661715414039,0.269272659774599,0.0175358282072712
ENSG00000076864.19,ENSG00000076864,RAP1GAP,5909,1,-1,21596215,21669363,protein_coding,-0.00429291977061526,0.994567038069418,0.0843932431380698,0.692000185530521,-0.0292704080946207,0.928049280262252,-0.0350165297534636,0.859653902022946
ENSG00000076924.12,ENSG00000076924,XAB2,56949,19,-1,7619525,7629545,protein_coding,-0.0735932948707892,0.446882273866422,-0.0554663903588793,0.342719845993861,-0.0317043822036373,0.706824950885038,-0.105387971245695,0.0528208985800727
ENSG00000076928.17,ENSG00000076928,ARHGEF1,9138,19,1,41883173,41930150,protein_coding,-0.049120979887019,0.830982735410405,-0.856374422279088,6.08300732463648e-09,-0.476360675200281,7.78944251520699e-05,-0.875904661962522,7.31347961099559e-10
ENSG00000076944.16,ENSG00000076944,STXBP2,6813,19,1,7636881,7647873,protein_coding,-0.0205357104001263,0.940795821280768,0.199175753440464,0.0112594008238474,-0.0361613310844356,0.756271696694394,0.407522691593534,4.26531676195737e-06
ENSG00000076984.17,ENSG00000076984,MAP2K7,5609,19,1,7903843,7914478,protein_coding,-0.05315788570958,0.680859270913499,-0.205142169979585,0.00177705414717514,-0.202542808728346,0.00726631564288459,-0.186318328035096,0.0024875111525688
ENSG00000077044.10,ENSG00000077044,DGKD,8527,2,1,233354494,233472104,protein_coding,-0.25760667872904,0.216069540104549,-0.724805228047701,1.86079668719456e-05,-0.432900352633857,0.0109989097554024,-0.717978410492867,7.59257449641161e-06
ENSG00000077097.15,ENSG00000077097,TOP2B,7155,3,-1,25597984,25664907,protein_coding,-0.0472375517305328,0.851932649849963,0.0617915006081838,0.533324365778337,-0.100031349390403,0.420437123196007,0.250121453836698,0.00686215443042369
ENSG00000077147.16,ENSG00000077147,TM9SF3,56889,10,-1,96518110,96587452,protein_coding,-0.00526203409816718,0.984533778682902,-0.247331283546233,0.000300846949963282,-0.165796131112644,0.0260466906654195,-0.104983637986257,0.0729468998177609
ENSG00000077150.19,ENSG00000077150,NFKB2,4791,10,1,102394110,102402524,protein_coding,-0.285642956977179,0.402490170505744,0.00300536623726405,0.989735314053151,-0.101160388633143,0.746900529516723,-0.239195150899733,0.225319910084062
ENSG00000077152.10,ENSG00000077152,UBE2T,29089,1,-1,202331657,202341980,protein_coding,0.122340244693852,0.755487296316535,-0.049993518811347,0.792156982286841,0.232888762799308,0.282401271261014,-0.974491089486517,2.16482351490226e-06
ENSG00000077157.22,ENSG00000077157,PPP1R12B,4660,1,1,202348699,202592706,protein_coding,-0.0437096206266374,0.92135639511431,0.386281786093416,0.005759606758618,0.125568198052804,0.488094182123178,0.630299858621168,2.4178485140002e-05
ENSG00000077232.18,ENSG00000077232,DNAJC10,54431,2,1,182716255,182794464,protein_coding,0.0156534578124111,0.973874448404481,-0.113871303602553,0.277530114579414,-0.0473704989361194,0.764345510703857,-0.145055127626554,0.138166639215525
ENSG00000077235.18,ENSG00000077235,GTF3C1,2975,16,-1,27459555,27549913,protein_coding,-0.15872397030956,0.191322024046727,-0.144365827410015,0.0826122298379486,-0.178470344482003,0.0762412623334068,-0.175646124358042,0.0270659926092605
ENSG00000077238.14,ENSG00000077238,IL4R,3566,16,1,27313668,27364778,protein_coding,-0.189748201177274,0.718100002974631,-0.994078900233431,0.000255030823514151,-0.86455373115813,0.00392771747466,-1.12809716666544,2.97887667697919e-05
ENSG00000077254.14,ENSG00000077254,USP33,23032,1,-1,77695987,77759852,protein_coding,0.154428966206595,0.239589008623186,0.282910618142885,0.00217775046975639,-0.0704427412975118,0.560253683340252,0.439021535449756,9.15965099269347e-06
ENSG00000077312.9,ENSG00000077312,SNRPA,6626,19,1,40750637,40765389,protein_coding,0.170836475716887,0.319604571811986,0.119349498914262,0.28164049864886,0.0543731867643377,0.741629658313541,-0.123156701065958,0.234784384371113
ENSG00000077348.9,ENSG00000077348,EXOSC5,56915,19,-1,41386374,41397359,protein_coding,0.108151788756041,0.711407500156823,-0.419178530206564,0.0031825144838246,-0.0210240343454837,0.924956385635534,-0.665805080869169,1.27980821279731e-05
ENSG00000077380.15,ENSG00000077380,DYNC1I2,1781,2,1,171687409,171750158,protein_coding,0.158083132418618,0.0362941640682476,0.0742805970643566,0.184891281390363,-0.0530502306688726,0.477424419089902,0.258784460708905,2.5280974172736e-05
ENSG00000077454.16,ENSG00000077454,LRCH4,4034,7,-1,100574011,100586129,protein_coding,-0.103264055352527,0.8302596835157,0.498251146873768,0.00985326687923819,0.0807736425414453,0.779764526936059,0.479694501430238,0.00861635043640243
ENSG00000077458.13,ENSG00000077458,FAM76B,143684,11,-1,95768953,95790409,protein_coding,0.0714235609419287,0.769582330061166,0.299408095518732,0.0056341689874385,0.32406224779123,0.0104412084827821,0.196083664753545,0.0483616407834864
ENSG00000077463.15,ENSG00000077463,SIRT6,51548,19,-1,4174109,4182566,protein_coding,0.179468335238348,0.218431004100963,-0.114026719112087,0.249577611922623,-0.169628553007943,0.15813377083776,-0.0489133277823182,0.610753924501933
ENSG00000077514.8,ENSG00000077514,POLD3,10714,11,1,74493851,74669117,protein_coding,0.0560102649311676,0.944740860646625,-0.162729454139139,0.474912361457173,0.293744335434837,0.28662114654124,-0.850191144974297,0.000240997833326627
ENSG00000077549.18,ENSG00000077549,CAPZB,832,1,-1,19338775,19485539,protein_coding,0.0242422622128008,0.856750955752474,-0.0350696159434285,0.504138618327409,-0.0494415558008514,0.459186206488122,-0.0350703223742529,0.46768079586629
ENSG00000077585.14,ENSG00000077585,GPR137B,7107,1,1,236142505,236221865,protein_coding,-0.163737663831545,0.602000166031923,-0.343166508059298,0.0384918178081028,-0.334434112506321,0.0941388009283005,0.378273056647524,0.0173489290317633
ENSG00000077616.11,ENSG00000077616,NAALAD2,10003,11,1,90131515,90192894,protein_coding,-0.279728171430156,0.634620571355502,-0.0767877561266428,0.92253890774834,-0.485204563655581,0.184778915386035,-0.781000254418133,0.00759923116057076
ENSG00000077684.16,ENSG00000077684,JADE1,79960,4,1,128809700,128875224,protein_coding,-0.201213698444406,0.502325737575797,0.120905448671404,0.49653447928538,0.0840689229790233,0.743208796856656,-0.33751949701448,0.0382254019566935
ENSG00000077713.19,ENSG00000077713,SLC25A43,203427,X,1,119399336,119454478,protein_coding,0.0130446209982545,0.986510509317709,0.0397303924771131,0.83602237495152,-0.00013268488883514,0.999666850207877,0.293008020021273,0.0746418327978721
ENSG00000077721.16,ENSG00000077721,UBE2A,7319,X,1,119574536,119591083,protein_coding,0.0964140308220189,0.310085829829587,0.22575681434068,0.000644435054534933,0.167447539885495,0.0227301786604323,0.0563252292022135,0.331514153171725
ENSG00000077782.20,ENSG00000077782,FGFR1,2260,8,-1,38400215,38468834,protein_coding,0.0337366010941124,0.981494821157558,-0.872843165380053,0.00768645271106003,-0.130429401788262,0.789406196487418,-1.30608076837872,0.000131907980728687
ENSG00000077935.17,ENSG00000077935,SMC1B,27127,22,-1,45344063,45413619,protein_coding,-0.271630146944204,0.861993254080084,0.172491283809018,0.797003323442721,-0.311003232155876,0.710865954925741,-0.748686978702516,0.18244294878191
ENSG00000077942.19,ENSG00000077942,FBLN1,2192,22,1,45502238,45601135,protein_coding,-0.15174534943085,0.889734017378976,0.433737759685578,0.257732327355101,0.0239204777048995,0.970882554356615,0.932828287858924,0.0122852248663517
ENSG00000078018.19,ENSG00000078018,MAP2,4133,2,1,209424047,209734118,protein_coding,-0.0166882608713544,0.991261160106703,1.66444546860783,0.000249243407326178,0.375987443705112,0.474090952770121,2.16370894033799,6.02725173826028e-06
ENSG00000078043.16,ENSG00000078043,PIAS2,9063,18,-1,46803218,46920160,protein_coding,-0.0979056528150041,0.610957708344522,-0.221809562554281,0.027939983742165,0.104153762219909,0.42783565913471,-0.24175571656952,0.0123245391827529
ENSG00000078061.13,ENSG00000078061,ARAF,369,X,1,47561205,47571908,protein_coding,-0.0587554250856201,0.64628735882026,-0.0276485441256528,0.688518688335386,-0.0645789808410495,0.444591791230953,-0.0534433996174341,0.380209349472983
ENSG00000078070.13,ENSG00000078070,MCCC1,56922,3,-1,183015218,183116075,protein_coding,0.136709688177824,0.614452221285523,0.620441876356001,0.000107040861716196,0.270907921806858,0.112436181751744,0.773212247318263,2.83807380616364e-06
ENSG00000078081.8,ENSG00000078081,LAMP3,27074,3,-1,183122215,183163839,protein_coding,0.146624948818542,0.946168238380666,1.01934852262992,0.0897010508001191,0.228039235701135,0.804742924321762,2.10961090977361,0.00127852192744218
ENSG00000078098.14,ENSG00000078098,FAP,2191,2,-1,162170684,162245151,protein_coding,0.181970694731211,0.928278851502706,0.557809212237553,0.349987731142848,0.140827433053486,0.884891931836917,1.02122859028152,0.0674479814820097
ENSG00000078114.18,ENSG00000078114,NEBL,10529,10,-1,20779973,21293011,protein_coding,0.134389482459357,0.785839517008869,0.500333830252493,0.0181630501128975,0.248684811824303,0.350125102254923,0.880758581762507,8.61114195165216e-05
ENSG00000078124.12,ENSG00000078124,ACER3,55331,11,1,76860859,77026797,protein_coding,-0.0981164759694885,0.855795488773906,-0.515923793016431,0.0126416370187678,-0.20960482923229,0.429348891317065,-0.695805961552919,0.000768548468876851
ENSG00000078140.14,ENSG00000078140,UBE2K,3093,4,1,39698109,39782792,protein_coding,0.0553016124092096,0.734594421307934,-0.175378619009361,0.0186358575032056,0.0550257571591712,0.592571869088258,-0.26744933671915,0.00041426351458092
ENSG00000078142.13,ENSG00000078142,PIK3C3,5289,18,1,41955234,42087830,protein_coding,0.156479978991742,0.305908492869274,0.500167683729623,2.12244887911547e-05,0.124773315639587,0.32042868928646,0.7250620525695,4.22298753466579e-08
ENSG00000078177.14,ENSG00000078177,N4BP2,55728,4,1,40056850,40158252,protein_coding,-0.0308741784656325,0.923822837699221,-0.186629585925476,0.0561399956039779,-0.0913960146129261,0.483554909994962,-3.75807363280944e-05,0.999705162513318
ENSG00000078237.7,ENSG00000078237,TIGAR,57103,12,1,4307763,4360028,protein_coding,-0.0344127045665416,0.957168951542779,-0.283263237847687,0.0879810775466717,-0.0358412194833714,0.893849660421057,-0.355411534364817,0.0254706793833609
ENSG00000078246.17,ENSG00000078246,TULP3,7289,12,1,2877223,2941138,protein_coding,-0.120072067967552,0.273370763084277,0.315908233789436,0.000103388967361838,0.21191712729444,0.0142587119686504,0.199546119736012,0.00454785896671024
ENSG00000078269.15,ENSG00000078269,SYNJ2,8871,6,1,157981863,158099176,protein_coding,-0.193158031448668,0.51188378615077,-0.556601170812462,0.00171495830806813,-0.478893056432704,0.017724737865743,-0.534856113878599,0.0014462629816636
ENSG00000078304.19,ENSG00000078304,PPP2R5C,5527,14,1,101761798,101927989,protein_coding,0.0933232460161839,0.433891179126826,0.110266626926689,0.122239656637426,0.003663589808767,0.975763307165594,0.065307355420776,0.334395996821483
ENSG00000078369.18,ENSG00000078369,GNB1,2782,1,-1,1785285,1891117,protein_coding,-0.0596966949560436,0.705570272411992,-0.272505136926115,0.000647072956470735,-0.171185822198607,0.0542302956517518,-0.281714398315841,0.000245375786662561
ENSG00000078401.7,ENSG00000078401,EDN1,1906,6,1,12290361,12297194,protein_coding,-0.0281676716256059,0.985366588570532,-0.332125100247071,0.39644252426759,-0.36782080766771,0.465795177222388,0.00188554808160131,0.996971903616243
ENSG00000078403.17,ENSG00000078403,MLLT10,8028,10,1,21524646,21743630,protein_coding,0.0780797439326192,0.505170756771018,0.0768378478435367,0.251626932118663,0.0707013791155545,0.416769006623958,0.13919297200862,0.0282990784159648
ENSG00000078487.17,ENSG00000078487,ZCWPW1,55063,7,-1,100400826,100428992,protein_coding,0.242933428566253,0.350799122629703,0.644888137417393,0.000359341243030667,0.132830837243122,0.555580805854953,0.860283253556252,5.25528876802198e-06
ENSG00000078618.21,ENSG00000078618,NRDC,4898,1,-1,51789191,51878937,protein_coding,0.0691750819044761,0.546025632438321,0.161108689071243,0.0121307555674302,0.00806678113717781,0.939246259531871,0.0395193526529291,0.516143576064034
ENSG00000078668.14,ENSG00000078668,VDAC3,7419,8,1,42391624,42405937,protein_coding,0.10069719106799,0.491567918405891,0.135288269986158,0.106487636725461,0.147950502665873,0.14782782314533,-0.121781522240938,0.123303923710971
ENSG00000078674.17,ENSG00000078674,PCM1,5108,8,1,17922840,18027975,protein_coding,-0.114811453992056,0.305762641250559,0.171690067241669,0.0191345939537444,0.106372991896377,0.234506351682332,0.144981292330071,0.0349969196189358
ENSG00000078687.17,ENSG00000078687,TNRC6C,57690,17,1,77959240,78108835,protein_coding,-0.463861502721986,0.0106822611770361,-0.183896916548745,0.172955499234941,-0.165387311392653,0.336817203077734,-0.0747614348084705,0.568194185188732
ENSG00000078699.21,ENSG00000078699,CBFA2T2,9139,20,1,33490075,33650036,protein_coding,-0.00188987969127602,0.996789440990646,0.578173928627511,0.000991521213194142,0.295365344864544,0.138340521844009,0.882263058288843,3.87058741077392e-06
ENSG00000078747.14,ENSG00000078747,ITCH,83737,20,1,34363241,34540748,protein_coding,-0.0571520011469515,0.849219218772496,-0.272603653603199,0.0178031808603629,-0.291571083300654,0.0324730170981317,-0.180615488277883,0.0912005040632222
ENSG00000078804.13,ENSG00000078804,TP53INP2,58476,20,1,34704339,34713439,protein_coding,0.0299071995597003,0.980179322140502,1.30567904322844,3.40123097733192e-05,0.363787945770324,0.267573638576837,2.16963046412892,1.64434039963473e-08
ENSG00000078808.16,ENSG00000078808,SDF4,51150,1,-1,1216909,1232067,protein_coding,0.000609447741958761,0.997587524516623,0.0449172024892861,0.516450748873802,0.0023065300265473,0.983177865477792,0.0379436192025444,0.55525505528206
ENSG00000078814.15,ENSG00000078814,MYH7B,57644,20,1,34955810,35002437,protein_coding,0.120184439537232,0.926329263428107,1.38076189569044,0.000947611747259111,0.314842030002729,0.554258878601088,2.19990982262693,2.6809044535773e-06
