"","external_gene_name","entrezgene_id","logFC","PValue","FDR"
"ENSG00000154734.15","ADAMTS1",9510,-0.796815714294801,0.39220108879906,0.519397941531646
"ENSG00000154743.17","TSEN2",80746,-1.03139843717066,5.16590470754081e-06,0.000107610572773412
"ENSG00000154760.14","SLFN13",146857,-0.499153598973271,0.457251535655751,0.582062953592163
"ENSG00000154764.5","WNT7A",7476,-1.38269509453199,0.29254347963759,0.414982862457257
"ENSG00000154767.14","XPC",7508,0.387737571396062,0.000247627278476765,0.00177060873970366
"ENSG00000154781.16","CCDC174",51244,0.305887792259488,0.0116993658605616,0.0342986290176927
"ENSG00000154803.13","FLCN",201163,0.327741692034838,0.0114439214034375,0.033700536676313
"ENSG00000154813.10","DPH3",285381,-0.349524248158526,0.0078610191764931,0.0252038682004333
"ENSG00000154814.14","OXNAD1",92106,-0.612817319028537,0.00079394629192902,0.00425771421062382
"ENSG00000154822.18","PLCL2",23228,-0.247291636432816,0.548342734597595,0.663831106203383
"ENSG00000154832.14","CXXC1",30827,-0.195217146168069,0.0215816317782983,0.0553557334669341
"ENSG00000154839.10","SKA1",220134,-0.508928511371096,0.155856736412709,0.257853191253207
"ENSG00000154845.15","PPP4R1",9989,-0.19571323909935,0.0321300366054912,0.0756912040640881
"ENSG00000154856.13","APCDD1",147495,0.252586933068431,0.698624988618421,0.78787976927981
"ENSG00000154889.16","MPPE1",65258,0.650814347899038,0.00174883089882001,0.00781444432935227
"ENSG00000154914.17","USP43",124739,0.268236729288431,0.515073627709201,0.634759882314109
"ENSG00000154917.11","RAB6B",51560,1.30575278377151,3.24523978916397e-05,0.000378174062738874
"ENSG00000154920.14","EME1",146956,-0.525605083931532,0.103587522178529,0.188157022707094
"ENSG00000154928.18","EPHB1",2047,0.0497935236519269,0.884607505393012,0.925805212551076
"ENSG00000154930.15","ACSS1",84532,0.915114384610216,0.00648650680028473,0.0215444690152314
"ENSG00000154945.7","ANKRD40",91369,-0.485805346102812,4.24356813252929e-05,0.000470184739664948
"ENSG00000154957.14","ZNF18",7566,0.552505480200088,0.00165667684636042,0.00749325282092422
"ENSG00000154978.13","VOPP1",81552,-0.395587769174564,0.000345237983093489,0.00227138545243845
"ENSG00000155008.14","APOOL",139322,0.185588446941506,0.324619177101598,0.448645914824805
"ENSG00000155016.18","CYP2U1",113612,0.299456396312147,0.316894707569716,0.440802587051767
"ENSG00000155034.19","FBXL18",80028,-0.122761022111158,0.492118112980945,0.614614676712903
"ENSG00000155052.14","CNTNAP5",129684,0.722671107202908,0.359108290590042,0.485217566062285
"ENSG00000155066.16","PROM2",150696,0.886514803277669,0.0421580462807947,0.0930776681798671
"ENSG00000155085.15","AK9",221264,1.02220504373756,0.000789313626807185,0.00424392239105765
"ENSG00000155090.15","KLF10",7071,-0.902506622821601,7.04336915438835e-05,0.00068186814211221
"ENSG00000155093.19","PTPRN2",5799,-0.412925705705267,0.493501987808853,0.616022787864966
"ENSG00000155096.14","AZIN1",51582,-0.419137679173365,0.000385962159751577,0.00247383038364561
"ENSG00000155097.12","ATP6V1C1",528,0.0465330278962859,0.742689974003919,0.821002758839455
"ENSG00000155099.8","PIP4P2",55529,-0.347045073681102,0.0221810872439348,0.0565582443063176
"ENSG00000155100.10","OTUD6B",51633,-0.955043873980852,4.52252715930135e-09,1.81089525003692e-06
"ENSG00000155111.15","CDK19",23097,1.06241567055603,1.27425417565285e-06,4.13969498231256e-05
"ENSG00000155115.7","GTF3C6",112495,-0.312694838834364,0.00956721342466909,0.0292992100099012
"ENSG00000155158.20","TTC39B",158219,0.850123150725493,6.07479150072129e-06,0.000120824154119026
"ENSG00000155189.12","AGPAT5",55326,-1.00408273926925,9.16923095669948e-07,3.3218414735554e-05
"ENSG00000155229.21","MMS19",64210,-0.0144273400342915,0.842485017601774,0.896248524449389
"ENSG00000155252.13","PI4K2A",55361,-0.0223264999131988,0.806593513376666,0.869441822726736
"ENSG00000155254.13","MARVELD1",83742,-0.341351513941498,0.00386633616034075,0.0144686489489387
"ENSG00000155256.17","ZFYVE27",118813,-0.229682807556545,0.0751996944178774,0.146388061449521
"ENSG00000155265.11","GOLGA7B",401647,-1.40066567950655,0.0134584686340956,0.0382877097612963
"ENSG00000155275.19","TRMT44",152992,-0.275958033834393,0.020562974033399,0.0532068337267001
"ENSG00000155287.11","SLC25A28",81894,-0.524414467112512,0.00510767800385569,0.0179753853578076
"ENSG00000155304.6","HSPA13",6782,-0.166805539719256,0.168508455002676,0.273664869182466
"ENSG00000155313.15","USP25",29761,0.339495901530619,0.00139755618537573,0.00656855963879723
"ENSG00000155324.9","GRAMD2B",65983,0.00339662576857065,0.98982224689672,0.99409793694811
"ENSG00000155329.12","ZCCHC10",54819,-0.0261675196776067,0.883936623955161,0.925505566502449
"ENSG00000155330.10","C16orf87",388272,-0.222434104049078,0.07956461745126,0.153291093365399
"ENSG00000155363.18","MOV10",4343,0.548903587687267,0.00118488307483825,0.00576640429567635
"ENSG00000155366.16","RHOC",389,-0.47665537084035,0.00139143374313773,0.00654424818387795
"ENSG00000155367.15","PPM1J",333926,0.444665119238662,0.197436724235235,0.308983864927902
"ENSG00000155368.16","DBI",1622,-0.0423932163652129,0.785091320560262,0.854442535739991
"ENSG00000155380.11","SLC16A1",6566,-0.988839899211716,0.000523133842954875,0.00313033389215215
"ENSG00000155393.13","HEATR3",55027,-0.374426973265696,0.0194640345829908,0.0509578747754836
"ENSG00000155438.12","NIFK",84365,-0.725683664951209,4.92664653822427e-06,0.000104284302273866
"ENSG00000155463.13","OXA1L",5018,-0.115186993097617,0.318022888465543,0.441913876590002
"ENSG00000155465.18","SLC7A7",9056,0.706507026732794,0.145020163450646,0.244042219955763
"ENSG00000155506.17","LARP1",23367,-0.585838771114575,2.05998798165045e-06,5.5608102538373e-05
"ENSG00000155508.13","CNOT8",9337,0.472965416470228,0.000334892490542886,0.00221748978005315
"ENSG00000155542.11","SETD9",133383,-0.0517423830001318,0.756408668207798,0.831386271613832
"ENSG00000155545.19","MIER3",166968,0.15608353074261,0.158488085497834,0.261076544140086
"ENSG00000155561.15","NUP205",23165,-0.66214455738919,0.000160281172833356,0.00125910251029582
"ENSG00000155592.16","ZKSCAN2",342357,-0.226559499990785,0.139932847550657,0.237337568824887
"ENSG00000155621.15","C9orf85",138241,0.378976017090235,0.0368175427972967,0.0838958076862206
"ENSG00000155629.15","PIK3AP1",118788,0.488208487129952,0.171778723911464,0.277599809998178
"ENSG00000155636.15","RBM45",129831,0.156878810913974,0.248253966583581,0.366921042582008
"ENSG00000155657.26","TTN",7273,0.312345819360057,0.272553918541295,0.393950138952448
"ENSG00000155660.11","PDIA4",9601,0.0106464546830152,0.943545300036854,0.96406513128518
"ENSG00000155666.11","KDM8",79831,0.112795421867115,0.657890383775656,0.756650365275294
"ENSG00000155729.13","KCTD18",130535,0.806493250738462,6.17678324699108e-05,0.000621775958955417
"ENSG00000155744.9","HYCC2",285172,0.00466799574476451,0.966126212860437,0.97916820350019
"ENSG00000155754.15","C2CD6",151254,0.915306426897629,0.161056496546307,0.264121660718433
"ENSG00000155755.19","TMEM237",65062,0.0385299230123446,0.767165944451202,0.839051372478307
"ENSG00000155760.2","FZD7",8324,0.116553152479838,0.517488057439233,0.636755471445715
"ENSG00000155761.13","SPAG17",200162,1.71537642384536,0.0866404828863117,0.163900598530995
"ENSG00000155792.10","DEPTOR",64798,-0.114384746793,0.600298874232689,0.708432022128331
"ENSG00000155827.12","RNF20",56254,0.197553954624921,0.115258630411445,0.204159886628284
"ENSG00000155846.17","PPARGC1B",133522,-1.27378368431513,2.77143018525594e-06,6.84078186994252e-05
"ENSG00000155849.15","ELMO1",9844,0.0567890036854617,0.949694517643942,0.967890729060904
"ENSG00000155850.7","SLC26A2",1836,0.14459726144689,0.370395883463408,0.496952406936432
"ENSG00000155858.6","LSM11",134353,-0.681882975218719,0.000353052304905332,0.00231014479128932
"ENSG00000155868.8","MED7",9443,0.189039526296515,0.20318833767921,0.315927072338022
"ENSG00000155876.5","RRAGA",10670,0.125490617518679,0.129694363554334,0.224007531720995
"ENSG00000155886.11","SLC24A2",25769,0.998900587025923,0.150694097942733,0.251234555074886
"ENSG00000155893.13","PXYLP1",92370,-0.113569190659036,0.531916008431395,0.650258855207333
"ENSG00000155903.11","RASA2",5922,-0.331196217513783,0.0250283935867356,0.0622633707572951
"ENSG00000155906.18","RMND1",55005,0.0826929776657116,0.585086661950826,0.695934007098041
"ENSG00000155918.7","RAET1L",154064,0.520059120497853,0.353993364256101,0.480038978904204
"ENSG00000155957.17","TMBIM4",51643,-0.129540147137354,0.358155306590725,0.484452354743859
"ENSG00000155959.11","VBP1",7411,-0.312250229553981,0.0367165557938967,0.0837186257148087
"ENSG00000155961.5","RAB39B",116442,-0.266998076177686,0.745731940321188,0.823355232822451
"ENSG00000155962.13","CLIC2",1193,1.28911500361379,0.035400072963954,0.0813992744896151
"ENSG00000155966.13","AFF2",2334,0.857600791654025,0.313342029199589,0.436914814365649
"ENSG00000155974.12","GRIP1",23426,-0.00660265987374942,0.971178170651112,0.982074648783731
"ENSG00000155975.10","VPS37A",137492,-0.462668636049202,0.000554584712898258,0.00326566120769134
"ENSG00000155980.12","KIF5A",3798,0.826250386104776,0.320327080953446,0.44420537488638
"ENSG00000156006.5","NAT2",10,1.43379781185004,0.0194506153147377,0.0509412463230276
"ENSG00000156009.10","MAGEA8",4107,0.907845736740971,0.277554447260472,0.39917662947817
"ENSG00000156011.17","PSD3",23362,0.0925708504074313,0.592866505251299,0.70252122262207
"ENSG00000156017.13","CARNMT1",138199,-0.530695378386664,5.61815496992842e-05,0.000581793849795389
"ENSG00000156026.14","MCU",90550,0.259328206672166,0.0164512314485106,0.0445844146137019
"ENSG00000156030.13","MIDEAS",91748,-0.231210092447872,0.234234906074166,0.351301605845137
"ENSG00000156042.17","CFAP70",118491,1.49937001132522,0.00183319094464222,0.00812091194438155
"ENSG00000156050.9","FAM161B",145483,0.674110326916231,0.00408853631650071,0.0151157350608766
"ENSG00000156052.10","GNAQ",2776,0.308423706260174,0.00803386938540008,0.025582133432578
"ENSG00000156103.16","MMP16",4325,0.496421775126301,0.276017029435503,0.397679708077239
"ENSG00000156110.13","ADK",132,-0.1326262962629,0.150651830442079,0.251234555074886
"ENSG00000156113.23","KCNMA1",3778,-0.678206019217407,0.155874757465252,0.257853411620565
"ENSG00000156127.6","BATF",10538,-0.207385966538484,0.782015114251831,0.851850672851532
"ENSG00000156136.10","DCK",1633,-0.230588087622747,0.33261910514975,0.457758735401858
"ENSG00000156140.10","ADAMTS3",9508,-1.1900330131492,0.184314283182905,0.293347539499646
"ENSG00000156162.16","DPY19L4",286148,0.37187855564406,0.00255433242110382,0.0104842545131582
"ENSG00000156170.13","NDUFAF6",137682,-0.484834085853547,0.00435407149637419,0.0158614962396346
"ENSG00000156171.14","DRAM2",128338,-0.0433896539705138,0.66629259043594,0.763603728027832
"ENSG00000156172.6","CFAP418",157657,-0.00809175952949956,0.954092506597855,0.971137090990544
"ENSG00000156222.12","SLC28A1",9154,1.30216341973974,0.0223440837077816,0.0568640773113179
"ENSG00000156232.7","WHAMM",123720,0.307124059342844,0.0195036385388888,0.0510430191608717
"ENSG00000156239.12","N6AMT1",29104,-0.239897474048089,0.0813337743266103,0.156131131587457
"ENSG00000156253.7","RWDD2B",10069,-0.00810768655866405,0.937078665060531,0.960343088666623
"ENSG00000156256.15","USP16",10600,-0.168013154598094,0.104069422288647,0.188773640597691
"ENSG00000156261.13","CCT8",10694,-0.537177325753909,0.000199438927851614,0.0015007814602327
"ENSG00000156265.15","MAP3K7CL",56911,-0.763001415621141,0.558229193416972,0.672534377192282
"ENSG00000156273.16","BACH1",571,0.0822968564505128,0.61337142723258,0.71872452638251
"ENSG00000156299.13","TIAM1",7074,0.0372864262145369,0.910523819772767,0.942567790458584
"ENSG00000156304.14","SCAF4",57466,-0.741800759446069,2.98690350707477e-08,4.62541545343518e-06
"ENSG00000156313.13","RPGR",6103,-0.21600796911327,0.150383547105827,0.250887727412858
"ENSG00000156345.17","CDK20",23552,0.247072491678499,0.280031352079542,0.401856838250533
"ENSG00000156374.16","PCGF6",84108,-0.499744708957651,0.0135506559001241,0.0384814222088407
"ENSG00000156381.9","ANKRD9",122416,0.141734030029796,0.356222902675634,0.482517679202148
"ENSG00000156384.14","SFR1",119392,-0.4766838335604,0.0161607990599322,0.0440329949189971
"ENSG00000156398.13","SFXN2",118980,-0.380982284794681,0.0140641784629345,0.0395503574996489
"ENSG00000156411.9","ATP5MJ",9556,0.00948527174858574,0.949795949611717,0.967925670813213
"ENSG00000156427.8","FGF18",8817,-0.0453197414546018,0.88737440587038,0.927592607731801
"ENSG00000156453.13","PCDH1",5097,-0.03171207163894,0.904097222150703,0.938066757165651
"ENSG00000156463.18","SH3RF2",153769,0.439363823505966,0.0123358169381343,0.0357356915520912
"ENSG00000156467.9","UQCRB",7381,0.213705812968506,0.0503165144165152,0.107088816671204
"ENSG00000156469.8","MTERF3",51001,-0.86201307882335,2.60651492269112e-06,6.58019485299343e-05
"ENSG00000156471.12","PTDSS1",9791,-1.04132413322107,2.18233958503755e-08,4.07272632139185e-06
"ENSG00000156482.11","RPL30",6156,-0.164214662048313,0.286600911328027,0.408721026592156
"ENSG00000156500.15","PABIR3",159091,1.3988071885041,0.000146871257065757,0.00117750231957891
"ENSG00000156502.14","SUPV3L1",6832,-0.554576129534637,2.84534532489058e-05,0.000343227220571529
"ENSG00000156504.16","PABIR2",159090,-0.230535359682774,0.075455605080484,0.14683321101387
"ENSG00000156508.18","EEF1A1",1915,0.0124775029919259,0.915379347335395,0.945349856128365
"ENSG00000156509.14","FBXO43",286151,0.129067324690098,0.757109977127398,0.831866407663551
"ENSG00000156510.13","HKDC1",80201,-0.7886093349335,0.196545526906657,0.307990408779157
"ENSG00000156515.23","HK1",3098,-0.375920264755547,0.00277321305801753,0.0111633248342147
"ENSG00000156521.14","TYSND1",219743,0.00774800636183065,0.938762708589935,0.961234866055116
"ENSG00000156531.16","PHF6",84295,0.292577141460446,0.0212265428108768,0.0546589165092514
"ENSG00000156535.15","CD109",135228,0.639899242715499,7.02669611931465e-05,0.000680711186558607
"ENSG00000156587.16","UBE2L6",9246,0.768702371354391,0.00265380329311996,0.0108063025758362
"ENSG00000156599.11","ZDHHC5",25921,-0.614073320478696,0.000347585337005849,0.0022826617917719
"ENSG00000156603.18","MED19",219541,-0.000571571526301715,0.995695645200037,0.997702817013661
"ENSG00000156639.12","ZFAND3",60685,0.0634495125893586,0.607078948196309,0.713671753241706
"ENSG00000156642.16","NPTN",27020,0.0577790080181941,0.683208618545331,0.777059510520037
"ENSG00000156650.14","KAT6B",23522,0.443187360620831,0.000468637090672589,0.00287463985618952
"ENSG00000156671.14","SAMD8",142891,0.270160559951515,0.0151386014996207,0.041861296876469
"ENSG00000156675.15","RAB11FIP1",80223,0.700622516428622,0.000819734223061107,0.00436523713094761
"ENSG00000156697.13","UTP14A",10813,-0.741443385281851,7.11886358293488e-05,0.000688218664339176
"ENSG00000156709.14","AIFM1",9131,-0.173840043194772,0.0708987037863818,0.139637220259693
"ENSG00000156711.17","MAPK13",5603,0.400157836613573,0.231228275850723,0.348001210731694
"ENSG00000156735.11","BAG4",9530,-0.269467929533597,0.0790119921585262,0.152541319134408
"ENSG00000156787.17","TBC1D31",93594,-0.235711449731934,0.325919568568967,0.450314442722291
"ENSG00000156795.7","NTAQ1",55093,-0.482296500678298,0.00217387993821763,0.0092821324968623
"ENSG00000156802.13","ATAD2",29028,-0.620888420935058,0.0499928442081709,0.10651002797233
"ENSG00000156804.7","FBXO32",114907,2.2341694408941,5.06614846686076e-06,0.000106200787034629
"ENSG00000156831.8","NSMCE2",286053,0.202192322671488,0.0892165166298564,0.167920298007844
"ENSG00000156853.12","ZNF689",115509,-0.38050871987202,0.015866789204421,0.04339210138147
"ENSG00000156858.11","PRR14",78994,0.168755562789026,0.0924104106001106,0.172283506052845
"ENSG00000156860.15","FBRS",64319,0.14807826685723,0.119692526198092,0.210410703066523
"ENSG00000156869.13","FRRS1",391059,0.0707312743567699,0.788614062046823,0.856530417752031
"ENSG00000156873.16","PHKG2",5261,0.00412594062960199,0.968628731671851,0.980325996422785
"ENSG00000156875.14","MFSD14A",64645,-0.0918277625030641,0.366967708578904,0.493133170426485
"ENSG00000156876.10","SASS6",163786,-0.448626199257476,0.0518836699314841,0.109711471624225
"ENSG00000156928.4","MALSU1",115416,-0.277145556154378,0.00846978102626566,0.0267042636687707
"ENSG00000156931.15","VPS8",23355,0.667183491057821,0.000484394547742302,0.00294809319206874
"ENSG00000156958.15","GALK2",2585,0.0296842196518224,0.739287364099521,0.81832390752577
"ENSG00000156966.7","B3GNT7",93010,1.22407459320907,0.00347086146297834,0.0132903706530815
"ENSG00000156968.9","MPV17L",255027,-0.110000905336505,0.920197299184109,0.948287394033381
"ENSG00000156970.12","BUB1B",701,-0.431618575472633,0.106145300263239,0.191691869618465
"ENSG00000156973.14","PDE6D",5147,0.260867534710608,0.0720520264979359,0.141543984600271
"ENSG00000156976.17","EIF4A2",1974,0.589852372215011,0.018018393066762,0.0478862713970085
"ENSG00000156983.15","BRPF1",7862,-0.497367931745707,5.69139404460855e-05,0.000587268755569308
"ENSG00000156990.14","RPUSD3",285367,0.0809086642998831,0.488805115529849,0.611300742865146
"ENSG00000157014.11","TATDN2",9797,-0.611910936882748,5.31574704048246e-05,0.000556474172756388
"ENSG00000157020.18","SEC13",6396,-0.200247195844595,0.0174310499806019,0.046582978396436
"ENSG00000157036.13","EXOG",9941,-0.211057249080688,0.185312227532745,0.294342323523871
"ENSG00000157045.9","NTAN1",123803,0.194952963204854,0.234673884523166,0.35171803341666
"ENSG00000157064.11","NMNAT2",23057,0.243931544667998,0.492353159225983,0.614854958870531
"ENSG00000157077.14","ZFYVE9",9372,0.0753942609183351,0.58628350796724,0.697012516894661
"ENSG00000157106.16","SMG1",23049,-0.0895405427597798,0.46325409150808,0.587421510299875
"ENSG00000157107.14","FCHO2",115548,0.451994087448954,0.00567631871458261,0.0195892109817353
"ENSG00000157110.16","RBPMS",11030,0.541307381122328,0.0521290742401969,0.110117321977204
"ENSG00000157111.13","TMEM171",134285,-0.702582984614826,0.0506050060572476,0.107480648639344
"ENSG00000157150.5","TIMP4",7079,-0.114620475883074,0.862642269432729,0.910479200960133
"ENSG00000157152.17","SYN2",6854,0.772681328502383,0.467407456117598,0.591439473308917
"ENSG00000157168.19","NRG1",3084,-2.28563835012934,0.00308794262688303,0.0121155941661728
"ENSG00000157181.16","ODR4",54953,-0.170246227626008,0.0790517342102574,0.152568047749479
"ENSG00000157184.7","CPT2",1376,0.378910949228445,0.00342177832046516,0.0131533158638681
"ENSG00000157191.20","NECAP2",55707,0.184863398713857,0.0190821250440769,0.0501310064717274
"ENSG00000157193.16","LRP8",7804,-1.85475964707281,3.51136754687632e-07,1.91705188790473e-05
"ENSG00000157212.18","PAXIP1",22976,-0.327472464401535,0.0190784444838271,0.0501310064717274
"ENSG00000157214.14","STEAP2",261729,0.0732638469812413,0.854261769703847,0.905254973923469
"ENSG00000157216.15","SSBP3",23648,0.779379163051781,0.000126060134657512,0.00104977287180129
"ENSG00000157224.16","CLDN12",9069,0.605289774292912,6.36459181356038e-06,0.000124148296336229
"ENSG00000157227.13","MMP14",4323,0.624607835475906,0.168350974817666,0.273478557784807
"ENSG00000157240.3","FZD1",8321,-0.0337312296385058,0.863257495060592,0.91083712423499
"ENSG00000157259.8","GATAD1",57798,0.0603675581868539,0.582811778290656,0.694201932247546
"ENSG00000157303.11","SUSD3",203328,1.09381791346,0.017114767566104,0.0459592724413913
"ENSG00000157326.19","DHRS4",10901,-0.0742707701714323,0.621493731708949,0.725200328782437
"ENSG00000157349.16","DDX19B",11269,0.0176876589598564,0.835022319841427,0.89059230641835
"ENSG00000157350.13","ST3GAL2",6483,-0.345772808195712,0.0320884820433993,0.0756180265907471
"ENSG00000157353.17","FCSK",197258,0.45325849922698,0.0162924793856447,0.044281822826334
"ENSG00000157379.14","DHRS1",115817,0.810079473384335,0.00108649740624107,0.00538949074706298
"ENSG00000157388.17","CACNA1D",776,0.778304263239167,0.0469381476577667,0.101304596269907
"ENSG00000157404.15","KIT",3815,1.37263512313337,0.0830693132735743,0.158622883936756
"ENSG00000157426.14","AASDH",132949,0.633713682639832,6.05957617644486e-06,0.000120824154119026
"ENSG00000157429.15","ZNF19",7567,0.747791348883777,0.00060321778881633,0.00346724919811184
"ENSG00000157450.15","RNF111",54778,-0.0576350769301567,0.599081319383687,0.708023056400415
"ENSG00000157456.8","CCNB2",9133,-0.125661449151616,0.607760861296165,0.714253436091074
"ENSG00000157470.12","FAM81A",145773,-1.13229081279047,1.95111376306466e-05,0.00026555372182842
"ENSG00000157483.8","MYO1E",4643,-0.456672679370483,0.0331848096052334,0.0776108554070492
"ENSG00000157500.12","APPL1",26060,0.0339363124040144,0.670814570084297,0.767687522051853
"ENSG00000157502.13","PWWP3B",139221,1.67271670236402,0.0302183896350984,0.0718902538298128
"ENSG00000157510.14","AFAP1L1",134265,-1.01010478933005,0.000571492494658101,0.00333255028741769
"ENSG00000157514.16","TSC22D3",1831,1.47278985494057,2.51830098858009e-06,6.47082152413226e-05
"ENSG00000157538.14","VPS26C",10311,-0.028169126389243,0.77876599851769,0.849097032647493
"ENSG00000157540.21","DYRK1A",1859,0.0733109425118053,0.424565697994904,0.551063797640603
"ENSG00000157551.19","KCNJ15",3772,-0.814332489450714,0.193445300848354,0.304302669003542
"ENSG00000157557.12","ETS2",2114,0.0643096898818124,0.808093473708832,0.87037543745842
"ENSG00000157570.11","TSPAN18",90139,1.61001032411628,0.0178451207559552,0.0474695360208701
"ENSG00000157578.13","LCA5L",150082,0.464291543820794,0.0976594411658821,0.17981362171493
"ENSG00000157593.19","SLC35B2",347734,-0.337466311236316,0.00416348726243472,0.0153181901194478
"ENSG00000157600.12","TMEM164",84187,-0.0384006982888883,0.762496002000861,0.835973522120658
"ENSG00000157601.14","MX1",4599,1.10364077131916,0.000352258321521528,0.0023070439367255
"ENSG00000157613.10","CREB3L1",90993,1.21772411546107,1.3815486918403e-05,0.000211412148544352
"ENSG00000157617.17","C2CD2",25966,-0.0247978908685091,0.888677353714961,0.928141407166463
"ENSG00000157625.15","TAB3",257397,0.202356126658801,0.0524356518637977,0.110635234428666
"ENSG00000157637.13","SLC38A10",124565,0.476605257087992,0.00188581111662203,0.00829791429978832
"ENSG00000157653.11","C9orf43",257169,-0.0863892733115889,0.734483910422246,0.81461764782155
"ENSG00000157654.17","PALM2AKAP2",445815,0.160868591212077,0.858311014280254,0.907944028094949
"ENSG00000157657.14","ZNF618",114991,0.279758303666103,0.0987135009825189,0.181337468671213
"ENSG00000157693.15","TMEM268",203197,-0.154609430256469,0.210900937892213,0.325148344354679
"ENSG00000157734.14","SNX22",79856,-0.213233485912901,0.180445939045815,0.288405684691593
"ENSG00000157741.15","UBN2",254048,0.633448676425274,1.14953366961961e-05,0.000187237602797364
"ENSG00000157764.13","BRAF",673,0.228378355101843,0.0334973879077465,0.0780574122064539
"ENSG00000157765.13","SLC34A2",10568,1.8395265273691,0.0157104640388937,0.0430456424007754
"ENSG00000157778.8","PSMG3",84262,-0.816361885685497,4.74604355280614e-07,2.25046769124015e-05
"ENSG00000157796.18","WDR19",57728,1.07627644471135,4.8586935112605e-06,0.000103453570110517
"ENSG00000157800.18","SLC37A3",84255,-0.34667546982621,0.00402515453876475,0.0149273482573434
"ENSG00000157823.17","AP3S2",10239,0.319822787616123,0.00684940261026931,0.0225317523110525
"ENSG00000157827.20","FMNL2",114793,-0.464758616753237,0.00246619482749849,0.0101979915199055
"ENSG00000157833.13","GAREM2",150946,-1.09841325748128,0.0231835542990886,0.0585273091455976
"ENSG00000157837.16","SPPL3",121665,0.250583322044454,0.00379760408932154,0.0142744362314394
"ENSG00000157851.17","DPYSL5",56896,1.70247461709048,0.0959737906514305,0.177366947723124
"ENSG00000157856.12","DRC1",92749,1.17038310653304,0.200800141163799,0.313125706931649
"ENSG00000157869.15","RAB28",9364,-0.113816228221525,0.497274643110334,0.619444692398502
"ENSG00000157870.16","PRXL2B",127281,-0.20502154687161,0.00454874595397261,0.0164148217624128
"ENSG00000157873.17","TNFRSF14",8764,0.959026524032572,0.0591590618797854,0.121454860894469
"ENSG00000157881.14","PANK4",55229,-0.441846982843128,0.000169105568722764,0.00131392821847308
"ENSG00000157890.17","MEGF11",84465,0.0907109062678611,0.918149442713204,0.947192744343437
"ENSG00000157895.11","C12orf43",64897,-0.516726284415567,0.000121479416499577,0.00102225673604285
"ENSG00000157911.10","PEX10",5192,-0.00862421677598943,0.942066654742009,0.963647798424643
"ENSG00000157916.20","RER1",11079,-0.278099419411488,0.00150256874464188,0.00695913796250635
"ENSG00000157927.16","RADIL",55698,-0.435566266392895,0.627856314555759,0.731003050991137
"ENSG00000157933.10","SKI",6497,-0.266680161676945,0.00769397878964286,0.0247453601634765
"ENSG00000157954.15","WIPI2",26100,0.472339277751975,3.00003760898203e-05,0.000355053712097503
"ENSG00000157978.11","LDLRAP1",26119,-0.0315456539499464,0.799706773249073,0.864345290274079
"ENSG00000157985.19","AGAP1",116987,0.141815853995969,0.145726894707323,0.24494556753802
"ENSG00000157992.12","KRTCAP3",200634,0.753443801708741,0.156014818402845,0.257966690442419
"ENSG00000157999.5","ANKRD61",100310846,0.314006439936099,0.317836859851127,0.441857299137235
"ENSG00000158006.14","PAFAH2",5051,0.415542980111577,0.00917016005786572,0.0283489821340477
"ENSG00000158014.14","SLC30A2",7780,1.00777306147997,0.254396567286453,0.373717772984958
"ENSG00000158019.20","BABAM2",9577,0.150394214580775,0.207297126320713,0.320793137510797
"ENSG00000158023.10","CFAP251",144406,-0.112434732971054,0.838836431119769,0.893374743597449
"ENSG00000158042.8","MRPL17",63875,-0.832412743946377,1.17065951951139e-07,9.93802717832009e-06
"ENSG00000158050.5","DUSP2",1844,-1.04803330033794,0.0275367659581036,0.0669041768559014
"ENSG00000158055.15","GRHL3",57822,2.17432289199437,0.000379036240902435,0.0024391997377717
"ENSG00000158062.20","UBXN11",91544,0.137351870190775,0.450307741829767,0.575560511124445
"ENSG00000158079.16","PTPDC1",138639,-0.045932114894256,0.760119140104972,0.83419241755715
"ENSG00000158089.15","GALNT14",79623,-2.0093165347412,0.0108009908849965,0.0321487267411159
"ENSG00000158092.7","NCK1",4690,0.214596529727503,0.0455887076803457,0.0991941465980655
"ENSG00000158106.14","RHPN1",114822,0.529448301127154,0.0898571319995589,0.16889422106444
"ENSG00000158109.15","TPRG1L",127262,0.396571324027271,0.0113629709171442,0.0335237875093395
"ENSG00000158122.12","PRXL2C",195827,0.0700523598760604,0.649345748330757,0.749953342131871
"ENSG00000158125.10","XDH",7498,-0.249426047109791,0.502442829943579,0.624102834436596
"ENSG00000158156.7","XKR8",55113,0.79262200049879,0.137429544542076,0.234193980916659
"ENSG00000158158.12","CNNM4",26504,0.505060724892377,0.000202699820300145,0.00152104003624497
"ENSG00000158161.16","EYA3",2140,-0.250185642721289,0.144537116653526,0.24339982903745
"ENSG00000158163.15","DZIP1L",199221,0.172449847740865,0.726585539465774,0.808407730117253
"ENSG00000158169.13","FANCC",2176,-0.267889214215327,0.14692091033874,0.246292001690073
"ENSG00000158186.13","MRAS",22808,1.14367416401285,1.47675860578476e-05,0.000220577712666554
"ENSG00000158195.11","WASF2",10163,0.368746740494975,0.000951064225941801,0.0048598336820103
"ENSG00000158201.10","ABHD3",171586,0.190912603071412,0.311751209150924,0.435243939942912
"ENSG00000158220.14","ESYT3",83850,0.835545656847837,0.153186773822517,0.254408054029699
"ENSG00000158234.12","FAIM",55179,0.198564653499704,0.101124405395861,0.184813448830243
